A,B,C,D,E,F,G,H,I,J,K,L,WC,we,negate,compare,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,certain,health,achieve,reward,risk,work,leisure,home,death,swear,netspeak
GoldmanSachs,2020-04-16 19:00:20,1250861601172979713,“This is a story that affects absolutely everybody.” @jonkarl on how covering the current health situation compares… https://t.co/Ca55TBvLgu,“This is a story that affects absolutely everybody.” @jonkarl on how covering the current health situation compares… https://t.co/Ca55TBvLgu,,,1,7,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-16 20:59:05,1250891486209638406,"Nasdaq expresses our deepest sympathies to the colleagues, family and friends of Jaime Ruiz Sacristan, Chairman of… https://t.co/APTifTEvT2","Nasdaq expresses our deepest sympathies to the colleagues, family and friends of Jaime Ruiz Sacristan, Chairman of… https://t.co/APTifTEvT2",,,44,132,,en,,22,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,27.27,4.55,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,4.55,0.0,0.0,4.55
GoldmanSachs,2020-04-17 07:55:29,1251056673810251777,WATCH: $GS' Japan Vice Chair @KathyMatsui discusses Japan's fiscal response to the economic impact of #COVID19 on… https://t.co/kCP6cgkNjI,WATCH: $GS' Japan Vice Chair @KathyMatsui discusses Japan's fiscal response to the economic impact of #COVID19 on… https://t.co/kCP6cgkNjI,,,9,21,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-17 12:40:06,1251128299973152769,"From @SPGlobalPlatts: Global #LNG supply cuts are inevitable but who will blink first, and when? Read more:… https://t.co/OJNxPqufSp","From @SPGlobalPlatts: Global #LNG supply cuts are inevitable but who will blink first, and when? Read more:… https://t.co/OJNxPqufSp",,,2,0,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-17 16:30:08,1251186191854120961,"From @SPGlobalRatings: A followup to the recent webinar on ""US CLOs In The Time Of #Coronavirus #COVID19:""… https://t.co/ybqOV5BBHK","From @SPGlobalRatings: A followup to the recent webinar on ""US CLOs In The Time Of #Coronavirus #COVID19:""… https://t.co/ybqOV5BBHK",,,1,1,,en,,22,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-17 17:00:27,1251193821498675211,From @SPGlobalPlatts: Five oil-refining states ask US @EPA to waive biofuel mandate amid plunging fuel demand:… https://t.co/YHxYY8aUSC,From @SPGlobalPlatts: Five oil-refining states ask US @EPA to waive biofuel mandate amid plunging fuel demand:… https://t.co/YHxYY8aUSC,,,3,0,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-17 18:21:29,1251214213084852227,.@SPGlobalRatings now forecasts the U.S. economy will contract 5.2% this year—including a historic annualized decli… https://t.co/6csftjJ3lt,.@SPGlobalRatings now forecasts the U.S. economy will contract 5.2% this year—including a historic annualized decli… https://t.co/6csftjJ3lt,,,8,9,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-18 16:00:33,1251541132670091266,From @SPGlobalPlatts: The #coronavirus #COVID19 lockdown could push UK electricity demand down to between 96% and 8… https://t.co/AXTklyTAPZ,From @SPGlobalPlatts: The #coronavirus #COVID19 lockdown could push UK electricity demand down to between 96% and 8… https://t.co/AXTklyTAPZ,,,1,2,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
GoldmanSachs,2020-04-18 19:00:16,1251586362765123586,.@JNJNews Chief Scientific Officer Dr. Paul Stoffels discusses the latest developments in the pursuit of a vaccine… https://t.co/KGkYJNQwXQ,.@JNJNews Chief Scientific Officer Dr. Paul Stoffels discusses the latest developments in the pursuit of a vaccine… https://t.co/KGkYJNQwXQ,,,4,10,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-18 21:00:22,1251616583367229440,From @SPGMarketIntel: Office landlords and their lenders brace for more unknowns due to the #coronavirus #COVID19 p… https://t.co/SA6U76I9os,From @SPGMarketIntel: Office landlords and their lenders brace for more unknowns due to the #coronavirus #COVID19 p… https://t.co/SA6U76I9os,,,0,0,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,4.55
Nasdaq,2020-04-19 13:28:56,1251865364830531586,President of European Markets Bjørn Sibbern summarizes the current state of the European financial markets and what… https://t.co/x823SJHffC,President of European Markets Bjørn Sibbern summarizes the current state of the European financial markets and what… https://t.co/x823SJHffC,,,6,11,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-19 18:00:28,1251933698385227777,From @SPGMarketIntel: Analysts bullish on cable earnings as broadband becomes 'must-have service' in light of the… https://t.co/auNGPvdhJA,From @SPGMarketIntel: Analysts bullish on cable earnings as broadband becomes 'must-have service' in light of the… https://t.co/auNGPvdhJA,,,1,2,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,4.55,0.0,9.09,0.0,0.0,0.0,0.0,4.55
GoldmanSachs,2020-04-20 13:00:07,1252220503982583808,"As Asia adjusts to a new normal, some companies kick off deals in virtual settings. Learn more:… https://t.co/GTO8irMT2u","As Asia adjusts to a new normal, some companies kick off deals in virtual settings. Learn more:… https://t.co/GTO8irMT2u",,,4,9,,en,,22,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-20 16:01:23,1252266117894152193,"From @SPGMarketIntel: @netflix riding high on Q1 expectations, but may hit ceiling on content shortage caused by… https://t.co/KGY4CkiD6s","From @SPGMarketIntel: @netflix riding high on Q1 expectations, but may hit ceiling on content shortage caused by… https://t.co/KGY4CkiD6s",,,0,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,4.55
GoldmanSachs,2020-04-20 23:00:01,1252371471210438657,"WATCH: $GS head of commodities research Jeff Currie discusses the state of the oil markets on @CNBC. 
https://t.co/pkDdjvqDZX","WATCH: $GS head of commodities research Jeff Currie discusses the state of the oil markets on @CNBC. 
https://t.co/pkDdjvqDZX",,,5,30,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-21 01:09:59,1252404178229489665,"According to @SPGlobalPlatts, a lack of storage capacity forced traders to exit positions ahead of Tuesday’s contra… https://t.co/SZdSI49EO2","According to @SPGlobalPlatts, a lack of storage capacity forced traders to exit positions ahead of Tuesday’s contra… https://t.co/SZdSI49EO2",,,0,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,4.55,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-21 15:30:37,1252620764307763205,From @SPGlobalRatings: More economic research from Chief APAC Economist Shaun Roche: Jobs and the climb back from… https://t.co/b1BSQWwcUF,From @SPGlobalRatings: More economic research from Chief APAC Economist Shaun Roche: Jobs and the climb back from… https://t.co/b1BSQWwcUF,,,0,0,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,18.18,0.0,0.0,0.0,0.0,4.55
salesforce,2020-04-21 15:58:09,1252627693989957632,"Today, we're taking breaks with @kristatippett, host of @OnBeing, to gain insights on finding and maintaining emoti… https://t.co/eKaEjdXxVf","Today, we're taking breaks with @kristatippett, host of @OnBeing, to gain insights on finding and maintaining emoti… https://t.co/eKaEjdXxVf",,,4,15,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,9.09,0.0,0.0,0.0,0.0,0.0,0.0,4.55
GoldmanSachs,2020-04-21 16:00:19,1252628240663003136,.@JNJNews Chief Scientific Officer Dr. Paul Stoffels discusses the latest developments in the pursuit of a vaccine… https://t.co/PjXaRXHSwV,.@JNJNews Chief Scientific Officer Dr. Paul Stoffels discusses the latest developments in the pursuit of a vaccine… https://t.co/PjXaRXHSwV,,,2,5,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-21 19:15:10,1252677272785555461,From @SPGlobalPlatts: President Trump reiterates plan to fill US Strategic Petroleum Reserve due to the #OilPrice c… https://t.co/fMwZBTLUVV,From @SPGlobalPlatts: President Trump reiterates plan to fill US Strategic Petroleum Reserve due to the #OilPrice c… https://t.co/fMwZBTLUVV,,,1,3,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-21 21:28:44,1252710888248934402,How @Nasdaq and our #NasdaqListed companies work to #RewriteTomorrow continues to drive our mission. Seeing their f… https://t.co/KfFNelI2HR,How @Nasdaq and our #NasdaqListed companies work to #RewriteTomorrow continues to drive our mission. Seeing their f… https://t.co/KfFNelI2HR,,,5,12,,en,,22,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-21 21:45:09,1252715019961339905,From @SPGlobalPlatts: US ethanol production could fall by 3 billion gallons in 2020 due to the #coronavirus… https://t.co/HrPu59WGnd,From @SPGlobalPlatts: US ethanol production could fall by 3 billion gallons in 2020 due to the #coronavirus… https://t.co/HrPu59WGnd,,,1,0,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
Cognizant,2020-04-22 00:00:07,1252748985112170496,"How to Enable a #WorkFromHome Team

1. Prioritize business processes
2. Enable remote access
3. Consider licensing… https://t.co/kF33BoJ3EC","How to Enable a #WorkFromHome Team

1. Prioritize business processes
2. Enable remote access
3. Consider licensing… https://t.co/kF33BoJ3EC",,,5,25,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,13.64,4.55,0.0,9.09,4.55,0.0,0.0,0.0,4.55
Nasdaq,2020-04-22 12:05:44,1252931592777015296,"CEO @adenatfriedman talks to @JoeSquawk about @Nasdaq’s earnings, our proactive response to the COVID-19 pandemic a… https://t.co/KynZh6yFQq","CEO @adenatfriedman talks to @JoeSquawk about @Nasdaq’s earnings, our proactive response to the COVID-19 pandemic a… https://t.co/KynZh6yFQq",,,3,14,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-22 18:58:57,1253035579907989506,"Some #WednesdayWisdom from our Nasdaq Helsinki Green Team Lead Teemu Mörsky on #EarthDay:

“Start small ... Remembe… https://t.co/5EEeGBbiV1","Some #WednesdayWisdom from our Nasdaq Helsinki Green Team Lead Teemu Mörsky on #EarthDay:

“Start small ... Remembe… https://t.co/5EEeGBbiV1",,,5,11,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,4.55,0.0,0.0,0.0,4.55
salesforce,2020-04-22 19:03:05,1253036620141359104,"⚡️ 
1. You 
2. Are
3. #LeadingThroughChange

Together we are building a space for employees, customers, &amp; partners.… https://t.co/VKiVT2upk2","⚡️ 
1. You 
2. Are
3. #LeadingThroughChange

Together we are building a space for employees, customers, &amp; partners.… https://t.co/VKiVT2upk2",,,10,21,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-23 08:58:38,1253246896090615813,"Swedish real estate company, Trianon, issued the first sustainable hybrid bond in the Nordic market.
 
“The demand… https://t.co/LpQa0xZIUo","Swedish real estate company, Trianon, issued the first sustainable hybrid bond in the Nordic market.
 
“The demand… https://t.co/LpQa0xZIUo",,,0,6,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-23 13:09:09,1253309937201053696,This morning the big news was once again the weekly Department of Labor’s Unemployment  Insurance Weekly Claims.… https://t.co/cgNeSpz862,This morning the big news was once again the weekly Department of Labor’s Unemployment  Insurance Weekly Claims.… https://t.co/cgNeSpz862,,,4,9,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,4.55
salesforce,2020-04-23 18:00:18,1253383207334133761,"This week we were touched by star-power stories &amp; uplifting nuggets. Check out how @Verizon, @chefjoseandres,… https://t.co/LVCc4S3J93","This week we were touched by star-power stories &amp; uplifting nuggets. Check out how @Verizon, @chefjoseandres,… https://t.co/LVCc4S3J93",,,3,19,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
salesforce,2020-04-23 19:00:26,1253398343344099333,"COVID-19 has impacted nearly every aspect of life — @tableau is mobilizing to help individuals, scientists, governm… https://t.co/OZDP8WrLrN","COVID-19 has impacted nearly every aspect of life — @tableau is mobilizing to help individuals, scientists, governm… https://t.co/OZDP8WrLrN",,,14,39,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55,4.55,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-24 21:15:10,1253794638084870149,"From @SPGlobalPlatts: Saudi Arabia to tap cash reserves, increase debt to stem impact of price slump, #coronavirus… https://t.co/NPrhJBNhWr","From @SPGlobalPlatts: Saudi Arabia to tap cash reserves, increase debt to stem impact of price slump, #coronavirus… https://t.co/NPrhJBNhWr",,,0,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
GoldmanSachs,2020-04-24 22:54:35,1253819657548685314,".@JMDBarroso, chairman of $GS International and former president of the European Council, weighs in on Europe’s eco… https://t.co/Pxs1HuBjYb",".@JMDBarroso, chairman of $GS International and former president of the European Council, weighs in on Europe’s eco… https://t.co/Pxs1HuBjYb",,,4,9,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-25 13:58:51,1254047222565658624,Stay up-to-date with the latest economic and corporate news during the #COVID19 crisis with our newly launched… https://t.co/47QnPTXRqy,Stay up-to-date with the latest economic and corporate news during the #COVID19 crisis with our newly launched… https://t.co/47QnPTXRqy,,,0,4,,en,,22,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,9.09,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-26 12:44:16,1254390840522407937,📽️: Watch @DraftKings join us in Times Square (virtually) to recognize the moment they became a #NasdaqListed compa… https://t.co/x3UFddEs1t,📽️: Watch @DraftKings join us in Times Square (virtually) to recognize the moment they became a #NasdaqListed compa… https://t.co/x3UFddEs1t,,,4,16,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-26 14:58:46,1254424688366882819,Today’s CIOs are shifting their priorities in order to accommodate current #RemoteWork needs. Learn more about how… https://t.co/oU9Yk7Boqy,Today’s CIOs are shifting their priorities in order to accommodate current #RemoteWork needs. Learn more about how… https://t.co/oU9Yk7Boqy,,,4,8,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
GoldmanSachs,2020-04-26 16:00:07,1254440128619188224,"Learn why the current environment may result in a ""Roaring Twenties” with $GS Senior Advisor Steve Strongin:… https://t.co/2zrDbrmDaD","Learn why the current environment may result in a ""Roaring Twenties” with $GS Senior Advisor Steve Strongin:… https://t.co/2zrDbrmDaD",,,4,15,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-27 14:45:11,1254783657518063618,From @SPGlobalPlatts: Clean oil products being stored in Europe by any means necessary now that global #coronavirus… https://t.co/VTasZPyxZW,From @SPGlobalPlatts: Clean oil products being stored in Europe by any means necessary now that global #coronavirus… https://t.co/VTasZPyxZW,,,0,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-27 14:58:43,1254787062642819074,Go behind the scenes of our latest virtual Nasdaq Opening Bell: how @DraftKings tapped the public markets… https://t.co/YXNfqHQUEH,Go behind the scenes of our latest virtual Nasdaq Opening Bell: how @DraftKings tapped the public markets… https://t.co/YXNfqHQUEH,,,4,12,,en,,22,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-27 15:15:15,1254791223090561024,🎧 Why are #coronavirus #COVID19 pandemic oil markets making products tankers buzz? Listen to the latest episode of… https://t.co/QAA2TW1bOX,🎧 Why are #coronavirus #COVID19 pandemic oil markets making products tankers buzz? Listen to the latest episode of… https://t.co/QAA2TW1bOX,,,0,2,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-27 17:58:48,1254832385100861440,The new @Nasdaq Cloud Data Service (NCDS) modernizes traditional data distribution by providing access to real-time… https://t.co/H1ogNJu1DG,The new @Nasdaq Cloud Data Service (NCDS) modernizes traditional data distribution by providing access to real-time… https://t.co/H1ogNJu1DG,,,5,10,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,0.0,0.0,4.55
GoldmanSachs,2020-04-27 18:30:00,1254840235512467464,WATCH: $GS head of commodities research Jeff Currie discusses the outlook for oil given storage capacity constraint… https://t.co/c5u2QCAp9v,WATCH: $GS head of commodities research Jeff Currie discusses the outlook for oil given storage capacity constraint… https://t.co/c5u2QCAp9v,,,2,12,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
Cognizant,2020-04-27 22:23:00,1254898870410031104,"We think new rules, new competitors, and the #COVID19 impact will accelerate the #lifesciences industry toward anyw… https://t.co/UfE175R0sx","We think new rules, new competitors, and the #COVID19 impact will accelerate the #lifesciences industry toward anyw… https://t.co/UfE175R0sx",,,1,13,,en,,22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
Cognizant,2020-04-28 03:36:33,1254977777272418304,"The new normal includes #socialdistancing — so, #retail will have to evolve the customer experience to ensure healt… https://t.co/7JjVZLmBDi","The new normal includes #socialdistancing — so, #retail will have to evolve the customer experience to ensure healt… https://t.co/7JjVZLmBDi",,,5,29,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-28 10:00:29,1255074397909659650,.@SPGlobalRatings has updated their daily breakdown of the economic impact of the #coronavirus. Read the key takeaw… https://t.co/BcdCJ5OYFk,.@SPGlobalRatings has updated their daily breakdown of the economic impact of the #coronavirus. Read the key takeaw… https://t.co/BcdCJ5OYFk,,,0,0,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-28 15:05:10,1255151073419046912,.@MTNewswires is now available via the Nasdaq Cloud Data Service. Stream essential market news direct from @Nasdaq… https://t.co/M1qGar3PwA,.@MTNewswires is now available via the Nasdaq Cloud Data Service. Stream essential market news direct from @Nasdaq… https://t.co/M1qGar3PwA,,,3,9,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-28 16:30:14,1255172483147337730,"🎧 From @SPGMarketIntel: In the latest episode of Media Talk, learn how #coronavirus #COVID19 is changing the dynami… https://t.co/s31XUWwAOu","🎧 From @SPGMarketIntel: In the latest episode of Media Talk, learn how #coronavirus #COVID19 is changing the dynami… https://t.co/s31XUWwAOu",,,1,2,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
SPGlobal,2020-04-28 18:15:09,1255198887482142720,From @SPGMarketIntel: Brown &amp; Brown expects biggest hit from #coronavirus #COVID19 induced recession to come in Q3:… https://t.co/47TlJQxOEF,From @SPGMarketIntel: Brown &amp; Brown expects biggest hit from #coronavirus #COVID19 induced recession to come in Q3:… https://t.co/47TlJQxOEF,,,0,0,,en,,22,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
salesforce,2020-04-28 21:30:26,1255248030548348932,"From producing outdoor recreation products...

...to producing 1,000 Level 1 medical masks per day, 

Cascade Desig… https://t.co/STz9cmnMjL","From producing outdoor recreation products...

...to producing 1,000 Level 1 medical masks per day, 

Cascade Desig… https://t.co/STz9cmnMjL",,,3,11,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,13.64,4.55,0.0,0.0,0.0,4.55
GoldmanSachs,2020-04-28 23:30:16,1255278187711471617,How is the economic shutdown causing more people to behave like #Millennials and accelerate tech-enabled consumptio… https://t.co/om8rdVyvvQ,How is the economic shutdown causing more people to behave like #Millennials and accelerate tech-enabled consumptio… https://t.co/om8rdVyvvQ,,,4,3,,en,,22,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-29 12:40:37,1255477087483412489,".@Nasdaq CEO @adenatfriedman was tapped by @NYGovCuomo for the New York Forward Reopening Advisory Board, which is… https://t.co/jLnjt0GlDs",".@Nasdaq CEO @adenatfriedman was tapped by @NYGovCuomo for the New York Forward Reopening Advisory Board, which is… https://t.co/jLnjt0GlDs",,,1,3,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
salesforce,2020-04-29 20:00:44,1255587844682403840,".@TentCraft, a custom tent manufacturer, rapidly pivoted their business to provide drive-thru screening tents for t… https://t.co/79RBnmhZfn",".@TentCraft, a custom tent manufacturer, rapidly pivoted their business to provide drive-thru screening tents for t… https://t.co/79RBnmhZfn",,,3,20,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
Nasdaq,2020-04-29 21:15:14,1255606592504037377,In a @politico live Q&amp;A @Nasdaq CEO @adenatfriedman  spoke with @morningmoneyben about cooperative capitalism: how… https://t.co/UqiwVLioyi,In a @politico live Q&amp;A @Nasdaq CEO @adenatfriedman  spoke with @morningmoneyben about cooperative capitalism: how… https://t.co/UqiwVLioyi,,,2,15,,en,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,4.55
